G,MD,W,AI,S,P,os,Company,Touchscreen,Cpu_brand,Ram,Gpu_brand
0,0,0,0,1,2.771,1,1,0,4,8,1
0,0,0,0,1,1.027,2,4,0,1,4,1
1,0,0,1,1,2.555,2,7,0,2,4,1
1,0,0,1,1,2.555,2,7,0,2,8,1
1,1,0,1,0,2.323,2,7,0,3,8,1
1,1,0,1,0,3.652,2,10,1,3,8,1
1,1,0,1,1,1.404,2,10,0,2,8,0
1,1,0,1,1,2.082,2,10,0,2,4,2
1,1,1,1,0,5.326,2,11,0,3,16,2
1,0,0,1,1,1.151,2,10,0,2,4,1
1,0,0,1,1,2.003,2,7,0,2,4,1
0,0,0,0,1,2.982,2,10,1,4,8,1
1,1,1,1,0,6.905,2,10,0,3,32,2
0,0,0,0,1,1.377,2,10,1,4,4,1
1,1,1,1,0,4.367,2,7,0,3,16,1
1,0,0,1,1,1.598,2,4,0,2,8,1
1,0,0,1,1,2.197,2,7,0,2,4,1
1,1,0,1,0,3.186,2,7,0,3,8,0
1,0,0,1,1,2.555,2,10,0,2,8,1
0,0,0,0,1,1.311,0,7,0,4,4,1
1,1,0,0,1,0.825,2,0,0,0,4,0
0,0,0,0,1,0.839,0,4,0,4,4,1
0,0,0,0,1,0.737,0,7,0,1,4,1
1,1,0,1,0,3.408,2,2,0,3,8,2
1,1,0,1,1,1.744,2,4,0,2,4,0
1,0,0,1,1,3.408,2,7,0,2,4,1
1,1,0,1,1,1.703,2,0,0,2,8,2
1,1,0,1,1,1.361,2,4,0,2,8,0
1,1,0,1,0,3.408,2,11,0,3,8,2
0,0,0,0,1,1.066,2,7,0,4,4,1
1,1,1,1,0,4.9,2,2,0,3,16,2
0,0,0,0,1,2.419,2,4,0,1,4,1
0,0,0,0,1,2.487,2,4,0,1,4,1
0,0,0,0,1,0.445,0,0,0,4,4,1
1,1,0,1,0,6.178,2,7,0,3,8,0
1,1,1,1,0,2.555,2,10,0,3,16,2
1,0,0,1,1,3.012,2,4,0,2,8,1
1,1,0,1,0,3.221,2,11,0,3,8,2
1,0,0,1,1,1.848,2,10,1,2,4,1
1,1,0,0,1,0.848,2,7,0,0,4,0
1,1,1,1,0,2.854,2,2,0,3,16,2
0,0,0,0,1,3.621,2,7,1,4,8,1
1,1,0,1,1,1.639,2,4,0,2,4,0
0,0,0,0,1,0.914,2,10,0,1,4,1
1,1,0,1,0,4.196,2,7,0,3,8,1
0,0,0,0,1,1.17,0,10,1,4,4,1
1,1,0,1,0,2.939,2,4,0,3,8,1
1,1,1,1,0,5.861,2,10,0,3,16,2
1,1,0,1,0,2.193,2,14,1,3,8,1
1,1,1,1,0,4.744,2,16,0,3,16,1
1,1,0,1,0,2.797,2,2,0,3,8,2
0,0,0,0,1,0.418,2,17,0,4,4,1
1,0,0,1,1,3.602,2,7,0,2,8,1
1,0,0,1,1,3.225,2,7,0,2,8,1
1,0,0,1,1,1.116,0,4,0,2,4,1
0,0,0,0,1,0.927,2,2,0,1,4,1
1,1,0,1,0,3.557,2,10,1,3,8,1
0,0,0,0,1,1.021,2,10,1,4,4,1
1,0,0,1,1,4.039,2,7,0,2,8,1
1,1,0,1,1,2.108,0,10,0,2,8,2
1,1,0,1,1,2.406,2,7,0,2,8,2
1,1,0,1,0,1.341,2,7,0,3,8,1
1,1,0,1,0,4.37,2,10,1,3,8,2
0,0,0,0,1,0.592,2,2,0,4,4,1
1,1,0,1,0,1.603,2,7,0,3,8,1
1,1,0,1,1,1.313,2,0,0,2,4,2
1,1,1,1,0,2.342,2,10,0,3,16,0
1,1,0,1,0,8.417,2,7,0,3,8,2
1,1,0,1,1,1.671,2,4,0,2,8,0
1,1,1,1,0,5.113,2,11,0,3,16,2
1,1,0,1,0,4.628,2,7,0,3,8,1
1,1,1,1,0,5.2,2,10,1,3,16,1
1,1,0,1,0,2.436,2,11,0,3,8,2
1,0,0,1,1,3.472,2,7,1,2,8,1
1,1,0,1,0,4.75,2,7,0,3,8,2
1,1,0,1,0,3.834,2,7,1,3,8,1
1,1,0,1,0,4.047,2,7,0,3,8,2
1,1,0,1,0,4.895,2,7,0,3,8,1
1,1,0,1,0,2.152,2,4,0,3,8,2
1,0,0,1,1,3.365,2,7,0,2,8,1
1,1,0,1,0,4.985,2,10,1,3,8,1
0,0,0,0,1,0.722,0,10,0,1,4,1
1,1,0,0,1,0.633,2,7,0,0,4,0
1,1,0,1,1,1.277,0,10,0,2,8,0
1,1,0,1,0,2.555,2,4,0,3,8,2
1,1,0,1,1,4.797,2,4,1,2,8,2
1,1,0,0,1,1.021,2,7,0,0,4,0
1,1,1,1,0,3.181,2,11,0,3,16,2
1,1,0,1,0,4.9,2,10,0,3,12,1
1,1,0,1,1,1.68,2,10,0,2,8,0
1,1,0,1,0,4.35,2,7,1,3,8,1
1,1,0,1,0,3.195,2,10,0,3,8,1
1,1,1,1,0,3.77,2,11,0,3,16,2
1,1,0,1,0,1.916,2,7,0,3,8,2
0,0,0,0,1,0.978,2,10,0,1,8,1
1,0,0,1,1,1.017,0,7,0,2,4,1
1,1,0,1,0,3.193,2,4,0,3,8,2
1,0,0,1,1,2.962,2,10,0,2,8,1
1,1,0,0,1,0.997,2,10,0,1,4,2
0,0,0,0,1,0.531,2,7,0,4,2,1
1,1,0,1,0,1.788,2,11,0,3,8,2
1,1,0,1,0,1.447,2,7,0,3,8,1
1,1,1,1,0,2.47,2,7,0,3,16,1
0,0,0,0,1,0.786,2,2,0,4,4,1
1,0,0,1,1,0.848,0,10,0,2,4,1
1,1,0,1,0,1.511,0,10,0,3,8,2
0,0,0,0,1,1.639,2,2,0,1,4,1
1,1,0,1,0,1.758,2,10,0,3,4,1
1,1,1,1,0,2.781,2,10,0,3,16,2
1,1,1,1,0,4.589,2,11,0,3,16,2
0,0,0,0,1,1.385,2,7,0,1,4,1
1,0,0,1,1,3.489,2,10,1,2,8,1
1,1,0,1,0,1.771,2,10,0,3,6,2
1,1,0,1,0,1.907,0,4,0,3,8,2
0,0,0,0,1,0.71,2,0,0,4,4,1
1,1,0,1,0,1.703,2,7,0,3,6,2
1,1,0,1,0,1.937,2,2,0,3,8,2
1,1,1,1,0,2.513,2,4,1,3,16,1
1,1,0,1,1,1.473,2,0,0,2,4,2
1,0,0,1,1,2.342,0,4,1,2,8,1
1,1,1,1,0,5.539,2,0,0,3,16,2
1,1,0,1,1,1.745,2,10,0,2,8,2
1,0,0,1,1,1.034,2,7,0,2,4,1
0,0,0,0,1,2.479,1,1,0,4,8,1
1,0,0,1,1,2.555,2,4,1,2,8,1
1,1,0,1,0,2.828,2,7,0,3,12,2
1,1,0,0,1,0.784,0,10,0,1,4,0
1,1,1,1,0,4.582,2,2,0,3,16,2
0,0,0,0,1,0.58,0,0,0,4,4,1
1,1,1,1,0,4.367,2,11,0,3,16,2
1,1,0,0,1,1.063,2,4,0,1,4,0
1,1,0,1,0,1.341,0,10,0,3,8,2
1,1,1,1,0,2.739,2,4,1,3,16,1
1,1,1,1,0,5.712,2,4,1,3,16,1
1,1,0,1,0,2.491,2,2,0,3,8,2
1,1,0,1,1,1.895,2,4,0,2,8,0
1,0,0,1,1,1.234,2,7,0,2,8,1
1,1,0,0,1,0.637,2,10,0,0,4,0
1,1,0,0,1,1.341,2,0,0,1,8,2
1,1,1,1,0,5.219,2,2,0,3,16,2
0,0,0,0,1,2.726,1,1,0,4,8,1
1,1,1,1,0,3.727,2,2,0,3,16,2
1,1,1,1,0,4.154,2,11,0,3,16,2
1,0,0,1,1,2.129,2,4,1,2,8,1
1,1,1,1,0,4.154,2,2,0,3,16,2
0,0,0,0,1,0.371,0,0,0,4,2,1
1,1,0,0,1,1.274,2,0,0,1,4,2
1,0,0,1,1,1.149,0,10,0,2,8,1
1,1,0,1,0,2.711,2,10,0,3,8,2
1,1,0,1,0,2.449,2,0,1,3,8,1
1,1,0,1,0,3.259,2,10,0,3,8,1
1,1,0,1,0,3.146,2,11,0,3,8,2
1,1,0,0,1,1.127,2,7,0,0,6,0
1,0,0,1,1,3.652,2,4,1,2,8,1
0,0,0,0,1,1.085,2,4,1,1,4,1
0,0,0,0,1,0.659,2,2,0,4,4,1
1,1,0,1,0,3.148,2,4,1,3,8,1
1,0,0,1,1,1.112,0,4,0,2,4,1
1,1,1,1,0,2.193,2,10,1,3,16,2
1,1,0,1,0,2.449,2,11,0,3,8,2
1,1,1,1,0,3.516,2,10,1,3,16,1
1,1,1,1,0,7.457,2,14,0,3,16,2
0,0,0,0,1,1.0,2,4,1,1,8,1
1,1,1,1,0,3.406,2,11,0,3,16,2
1,0,0,1,1,2.044,1,1,0,2,4,1
0,0,0,0,1,1.019,2,7,0,1,4,1
1,1,0,1,0,4.685,2,7,0,3,8,1
1,0,0,1,1,1.571,2,4,0,2,4,1
1,1,0,1,0,2.491,2,11,0,3,8,2
1,1,1,1,0,3.195,2,10,0,3,16,1
1,1,0,0,1,1.274,2,10,0,0,6,0
1,1,0,1,0,2.728,2,2,0,3,8,1
0,0,0,0,1,0.771,0,0,0,1,4,1
1,1,1,1,0,3.834,2,4,1,3,16,2
1,0,0,1,1,2.344,2,7,0,2,4,1
1,1,1,1,0,3.41,2,2,0,3,16,2
1,0,0,1,1,1.865,2,4,0,2,4,1
1,1,1,1,0,4.955,2,2,0,3,16,2
1,0,0,1,1,1.221,0,10,0,2,8,1
1,0,0,1,1,3.864,2,4,1,2,8,1
0,0,0,0,1,0.691,0,4,0,4,4,1
1,1,0,0,1,0.85,2,7,0,0,4,0
1,1,0,0,1,1.213,2,10,0,1,6,2
1,0,0,1,1,2.285,2,10,0,2,8,1
0,0,0,0,1,0.946,2,4,0,4,4,1
0,0,0,0,1,0.722,2,2,0,4,4,1
1,1,1,1,0,4.049,2,2,0,3,16,2
0,0,0,0,1,1.044,2,4,0,1,4,1
1,1,0,1,0,1.907,2,10,0,3,8,0
1,1,0,1,0,2.619,2,11,0,3,8,2
1,0,0,1,1,1.775,2,10,1,2,4,1
0,0,0,0,1,1.554,2,2,0,4,8,1
0,0,0,0,1,0.978,2,4,0,1,6,1
0,0,0,0,1,0.616,0,0,0,4,4,1
0,0,0,0,1,0.808,2,4,0,4,2,1
1,1,0,1,0,1.916,2,10,0,3,8,2
1,1,0,0,1,1.172,2,7,0,0,6,0
1,1,0,1,0,1.718,0,4,0,3,8,0
0,0,0,0,1,0.445,2,7,0,4,2,1
1,1,0,1,0,1.535,2,2,0,3,4,2
1,1,0,1,0,1.36,2,10,1,3,4,1
1,1,1,1,0,3.195,2,10,1,3,16,1
0,0,0,0,1,0.488,2,10,0,4,2,1
1,1,0,1,0,1.628,2,7,0,3,6,0
0,0,0,0,1,0.786,2,2,0,4,4,1
0,0,0,0,1,1.554,2,2,0,4,8,1
0,0,0,0,1,0.978,2,4,0,1,6,1
0,0,0,0,1,0.616,0,0,0,4,4,1
0,0,0,0,1,0.808,2,4,0,4,2,1
1,1,0,1,0,1.916,2,10,0,3,8,2
1,1,0,0,1,1.172,2,7,0,0,6,0
1,1,0,1,0,1.718,0,4,0,3,8,0
0,0,0,0,1,0.445,2,7,0,4,2,1
1,1,0,1,0,1.535,2,2,0,3,4,2
1,1,0,1,0,1.36,2,10,1,3,4,1
1,1,1,1,0,3.195,2,10,1,3,16,1
0,0,0,0,1,0.488,2,10,0,4,2,1
1,1,0,1,0,1.628,2,7,0,3,6,0
0,0,0,0,1,0.786,2,2,0,4,4,1
0,0,0,0,1,1.554,2,2,0,4,8,1
0,0,0,0,1,0.978,2,4,0,1,6,1
0,0,0,0,1,0.616,0,0,0,4,4,1
0,0,0,0,1,0.808,2,4,0,4,2,1
1,1,0,1,0,1.916,2,10,0,3,8,2
1,1,0,0,1,1.172,2,7,0,0,6,0
1,1,0,1,0,1.718,0,4,0,3,8,0
0,0,0,0,1,0.445,2,7,0,4,2,1
1,1,0,1,0,1.535,2,2,0,3,4,2
1,1,0,1,0,1.36,2,10,1,3,4,1
1,1,1,1,0,3.195,2,10,1,3,16,1
0,0,0,0,1,0.488,2,10,0,4,2,1
1,1,0,1,0,1.628,2,7,0,3,6,0
0,0,0,0,1,0.786,2,2,0,4,4,1
